date,numbers,number of full data,number of train data,start,end,acc,loss,recall,precision,F1_micro,F1_macro,average_acc,,,,,,,,,,,,,
54:44.7,1,1000,1094,25000,26000,91.00%,20.32%,91.00%,91.00%,91.00%,90.85%,91.00%,,,,,,,,,,,,,
03:34.1,2,1000,1094,25000,26000,90.00%,22.93%,90.00%,90.00%,90.00%,89.95%,90.50%,,,,,,,,,,,,,
12:23.4,3,1000,1094,25000,26000,79.00%,54.42%,79.00%,79.00%,79.00%,78.86%,86.67%,,,,,,,,,,,,,
21:14.4,4,1000,1094,25000,26000,90.50%,23.77%,90.50%,90.50%,90.50%,90.32%,87.62%,,,,,,,,,,,,,
30:04.1,5,1000,1094,25000,26000,91.00%,20.34%,91.00%,91.00%,91.00%,90.76%,88.30%,,,,,,,,,,,,,
38:53.4,1,1000,1084,26000,27000,89.00%,24.96%,89.00%,89.00%,89.00%,88.89%,89.00%,,,,,,,,,,,,,
47:39.0,2,1000,1084,26000,27000,85.00%,44.73%,85.00%,85.00%,85.00%,84.90%,87.00%,,,,,,,,,,,,,
56:24.3,3,1000,1084,26000,27000,90.00%,32.30%,90.00%,90.00%,90.00%,89.99%,88.00%,,,,,,,,,,,,,
05:09.4,4,1000,1084,26000,27000,86.50%,42.21%,86.50%,86.50%,86.50%,86.44%,87.62%,,,,,,,,,,,,,
13:54.6,5,1000,1084,26000,27000,89.00%,31.91%,89.00%,89.00%,89.00%,88.96%,87.90%,,,,,,,,,,,,,
22:44.1,1,1000,1085,27000,28000,85.00%,35.48%,85.00%,85.00%,85.00%,84.82%,85.00%,,,,,,,,,,,,,
31:29.7,2,1000,1085,27000,28000,86.00%,35.58%,86.00%,86.00%,86.00%,85.99%,85.50%,,,,,,,,,,,,,
40:16.0,3,1000,1085,27000,28000,89.50%,29.97%,89.50%,89.50%,89.50%,89.49%,86.83%,,,,,,,,,,,,,
49:01.6,4,1000,1085,27000,28000,88.00%,34.23%,88.00%,88.00%,88.00%,87.96%,87.13%,,,,,,,,,,,,,
57:48.6,5,1000,1085,27000,28000,84.50%,36.40%,84.50%,84.50%,84.50%,84.33%,86.60%,,,,,,,,,,,,,
06:35.0,1,1000,1073,28000,29000,85.00%,33.17%,85.00%,85.00%,85.00%,84.99%,85.00%,,,,,,,,,,,,,
15:17.4,2,1000,1073,28000,29000,87.50%,31.71%,87.50%,87.50%,87.50%,87.49%,86.25%,,,,,,,,,,,,,
24:00.1,3,1000,1073,28000,29000,88.50%,31.47%,88.50%,88.50%,88.50%,88.50%,87.00%,,,,,,,,,,,,,
32:43.1,4,1000,1073,28000,29000,92.50%,21.28%,92.50%,92.50%,92.50%,92.48%,88.38%,,,,,,,,,,,,,
41:23.9,5,1000,1073,28000,29000,91.00%,27.79%,91.00%,91.00%,91.00%,90.94%,88.90%,,,,,,,,,,,,,
50:16.8,1,1000,1092,29000,30000,89.00%,27.53%,89.00%,89.00%,89.00%,88.99%,89.00%,,,,,,,,,,,,,
59:06.0,2,1000,1092,29000,30000,87.50%,43.62%,87.50%,87.50%,87.50%,87.30%,88.25%,,,,,,,,,,,,,
07:54.8,3,1000,1092,29000,30000,87.50%,33.10%,87.50%,87.50%,87.50%,87.39%,88.00%,,,,,,,,,,,,,
16:41.2,4,1000,1092,29000,30000,83.00%,40.94%,83.00%,83.00%,83.00%,82.61%,86.75%,,,,,,,,,,,,,
25:28.0,5,1000,1092,29000,30000,90.00%,26.71%,90.00%,90.00%,90.00%,90.00%,87.40%,,,,,,,,,,,,,
34:19.1,1,1000,1087,30000,31000,84.00%,41.25%,84.00%,84.00%,84.00%,83.96%,84.00%,,,,,,,,,,,,,
43:05.3,2,1000,1087,30000,31000,87.00%,30.73%,87.00%,87.00%,87.00%,87.00%,85.50%,,,,,,,,,,,,,
51:50.0,3,1000,1087,30000,31000,86.00%,38.04%,86.00%,86.00%,86.00%,85.98%,85.67%,,,,,,,,,,,,,
00:35.8,4,1000,1087,30000,31000,88.00%,29.43%,88.00%,88.00%,88.00%,88.00%,86.25%,,,,,,,,,,,,,
09:22.3,5,1000,1087,30000,31000,84.50%,33.02%,84.50%,84.50%,84.50%,84.45%,85.90%,,,,,,,,,,,,,
18:13.0,1,1000,1087,31000,32000,84.50%,45.46%,84.50%,84.50%,84.50%,84.17%,84.50%,,,,,,,,,,,,,
26:59.8,2,1000,1087,31000,32000,82.50%,41.98%,82.50%,82.50%,82.50%,82.22%,83.50%,,,,,,,,,,,,,
35:46.9,3,1000,1087,31000,32000,72.00%,102.74%,72.00%,72.00%,72.00%,68.09%,79.67%,,,,,,,,,,,,,
44:34.1,4,1000,1087,31000,32000,79.00%,41.39%,79.00%,79.00%,79.00%,77.72%,79.50%,,,,,,,,,,,,,
53:20.4,5,1000,1087,31000,32000,84.50%,40.20%,84.50%,84.50%,84.50%,84.47%,80.50%,,,,,,,,,,,,,
02:07.4,1,1000,1080,32000,33000,89.50%,26.48%,89.50%,89.50%,89.50%,89.48%,89.50%,,,,,,,,,,,,,
10:49.4,2,1000,1080,32000,33000,82.50%,47.83%,82.50%,82.50%,82.50%,82.37%,86.00%,,,,,,,,,,,,,
19:33.0,3,1000,1080,32000,33000,84.00%,37.96%,84.00%,84.00%,84.00%,83.94%,85.33%,,,,,,,,,,,,,
28:14.6,4,1000,1080,32000,33000,87.00%,40.70%,87.00%,87.00%,87.00%,86.66%,85.75%,,,,,,,,,,,,,
36:55.8,5,1000,1080,32000,33000,88.00%,33.00%,88.00%,88.00%,88.00%,87.88%,86.20%,,,,,,,,,,,,,
45:49.6,1,1000,1094,33000,34000,90.50%,38.02%,90.50%,90.50%,90.50%,90.47%,90.50%,,,,,,,,,,,,,
54:37.6,2,1000,1094,33000,34000,91.50%,24.46%,91.50%,91.50%,91.50%,91.46%,91.00%,,,,,,,,,,,,,
03:28.7,3,1000,1094,33000,34000,91.00%,24.45%,91.00%,91.00%,91.00%,91.00%,91.00%,,,,,,,,,,,,,
12:17.3,4,1000,1094,33000,34000,90.50%,26.33%,90.50%,90.50%,90.50%,90.49%,90.87%,,,,,,,,,,,,,
21:07.5,5,1000,1094,33000,34000,85.00%,41.34%,85.00%,85.00%,85.00%,84.93%,89.70%,,,,,,,,,,,,,
30:01.1,1,1000,1088,34000,35000,88.50%,36.81%,88.50%,88.50%,88.50%,88.49%,88.50%,,,,,,,,,,,,,
38:49.4,2,1000,1088,34000,35000,86.00%,39.57%,86.00%,86.00%,86.00%,85.99%,87.25%,,,,,,,,,,,,,
47:35.5,3,1000,1088,34000,35000,88.00%,31.83%,88.00%,88.00%,88.00%,87.99%,87.50%,,,,,,,,,,,,,
56:24.1,4,1000,1088,34000,35000,84.00%,43.45%,84.00%,84.00%,84.00%,83.99%,86.62%,,,,,,,,,,,,,
05:13.0,5,1000,1088,34000,35000,86.50%,34.22%,86.50%,86.50%,86.50%,86.50%,86.60%,,,,,,,,,,,,,
14:07.1,1,1000,1093,35000,36000,74.50%,61.87%,74.50%,74.50%,74.50%,73.87%,74.50%,,,,,,,,,,,,,
22:58.6,2,1000,1093,35000,36000,75.50%,58.76%,75.50%,75.50%,75.50%,74.97%,75.00%,,,,,,,,,,,,,
31:49.2,3,1000,1093,35000,36000,87.00%,32.14%,87.00%,87.00%,87.00%,86.78%,79.00%,,,,,,,,,,,,,
40:39.2,4,1000,1093,35000,36000,88.50%,34.33%,88.50%,88.50%,88.50%,88.40%,81.37%,,,,,,,,,,,,,
49:30.1,5,1000,1093,35000,36000,85.00%,46.55%,85.00%,85.00%,85.00%,84.50%,82.10%,,,,,,,,,,,,,
58:20.3,1,1000,1081,36000,37000,86.00%,33.15%,86.00%,86.00%,86.00%,85.95%,86.00%,,,,,,,,,,,,,
07:07.4,2,1000,1081,36000,37000,85.00%,35.81%,85.00%,85.00%,85.00%,84.96%,85.50%,,,,,,,,,,,,,
15:53.2,3,1000,1081,36000,37000,83.50%,35.49%,83.50%,83.50%,83.50%,83.45%,84.83%,,,,,,,,,,,,,
24:38.3,4,1000,1081,36000,37000,83.50%,35.59%,83.50%,83.50%,83.50%,83.24%,84.50%,,,,,,,,,,,,,
33:23.0,5,1000,1081,36000,37000,82.00%,45.02%,82.00%,82.00%,82.00%,81.85%,84.00%,,,,,,,,,,,,,
42:08.1,1,1000,1073,37000,38000,89.00%,31.87%,89.00%,89.00%,89.00%,89.00%,89.00%,,,,,,,,,,,,,
50:49.3,2,1000,1073,37000,38000,89.50%,26.22%,89.50%,89.50%,89.50%,89.50%,89.25%,,,,,,,,,,,,,
59:29.7,3,1000,1073,37000,38000,83.50%,34.38%,83.50%,83.50%,83.50%,83.41%,87.33%,,,,,,,,,,,,,
08:10.3,4,1000,1073,37000,38000,78.50%,53.95%,78.50%,78.50%,78.50%,77.90%,85.12%,,,,,,,,,,,,,
16:53.1,5,1000,1073,37000,38000,87.00%,31.77%,87.00%,87.00%,87.00%,86.97%,85.50%,,,,,,,,,,,,,
25:40.3,1,1000,1073,38000,39000,87.50%,31.84%,87.50%,87.50%,87.50%,87.49%,87.50%,,,,,,,,,,,,,
34:24.1,2,1000,1073,38000,39000,87.00%,27.67%,87.00%,87.00%,87.00%,86.89%,87.25%,,,,,,,,,,,,,
43:07.7,3,1000,1073,38000,39000,89.00%,27.62%,89.00%,89.00%,89.00%,88.99%,87.83%,,,,,,,,,,,,,
51:51.5,4,1000,1073,38000,39000,88.00%,35.63%,88.00%,88.00%,88.00%,87.97%,87.87%,,,,,,,,,,,,,
00:33.8,5,1000,1073,38000,39000,85.50%,41.22%,85.50%,85.50%,85.50%,85.44%,87.40%,,,,,,,,,,,,,
09:27.5,1,1000,1095,39000,40000,86.50%,35.10%,86.50%,86.50%,86.50%,86.35%,86.50%,,,,,,,,,,,,,
18:20.1,2,1000,1095,39000,40000,87.00%,39.67%,87.00%,87.00%,87.00%,86.92%,86.75%,,,,,,,,,,,,,
27:12.1,3,1000,1095,39000,40000,79.50%,50.69%,79.50%,79.50%,79.50%,79.12%,84.33%,,,,,,,,,,,,,
36:03.0,4,1000,1095,39000,40000,81.50%,55.95%,81.50%,81.50%,81.50%,80.84%,83.63%,,,,,,,,,,,,,
44:55.2,5,1000,1095,39000,40000,83.00%,39.35%,83.00%,83.00%,83.00%,82.89%,83.50%,,,,,,,,,,,,,
53:42.7,1,1000,1077,40000,41000,86.50%,45.37%,86.50%,86.50%,86.50%,86.25%,86.50%,,,,,,,,,,,,,
02:24.7,2,1000,1077,40000,41000,84.50%,40.22%,84.50%,84.50%,84.50%,84.01%,85.50%,,,,,,,,,,,,,
11:08.6,3,1000,1077,40000,41000,81.50%,48.10%,81.50%,81.50%,81.50%,81.44%,84.17%,,,,,,,,,,,,,
19:52.7,4,1000,1077,40000,41000,81.00%,42.43%,81.00%,81.00%,81.00%,79.12%,83.38%,,,,,,,,,,,,,
28:36.8,5,1000,1077,40000,41000,85.50%,36.84%,85.50%,85.50%,85.50%,85.04%,83.80%,,,,,,,,,,,,,
37:28.6,1,1000,1081,41000,42000,82.00%,50.93%,82.00%,82.00%,82.00%,81.40%,82.00%,,,,,,,,,,,,,
46:14.4,2,1000,1081,41000,42000,84.50%,35.98%,84.50%,84.50%,84.50%,84.50%,83.25%,,,,,,,,,,,,,
55:01.4,3,1000,1081,41000,42000,91.50%,24.24%,91.50%,91.50%,91.50%,91.50%,86.00%,,,,,,,,,,,,,
03:48.2,4,1000,1081,41000,42000,86.50%,35.75%,86.50%,86.50%,86.50%,86.50%,86.13%,,,,,,,,,,,,,
12:35.0,5,1000,1081,41000,42000,83.50%,34.28%,83.50%,83.50%,83.50%,83.38%,85.60%,,,,,,,,,,,,,
21:21.2,1,1000,1073,42000,43000,87.50%,28.11%,87.50%,87.50%,87.50%,87.33%,87.50%,,,,,,,,,,,,,
30:02.9,2,1000,1073,42000,43000,88.00%,31.74%,88.00%,88.00%,88.00%,87.97%,87.75%,,,,,,,,,,,,,
38:43.9,3,1000,1073,42000,43000,87.00%,32.22%,87.00%,87.00%,87.00%,86.70%,87.50%,,,,,,,,,,,,,
47:26.9,4,1000,1073,42000,43000,84.50%,35.20%,84.50%,84.50%,84.50%,83.89%,86.75%,,,,,,,,,,,,,
56:08.7,5,1000,1073,42000,43000,85.50%,32.12%,85.50%,85.50%,85.50%,84.93%,86.50%,,,,,,,,,,,,,
04:57.1,1,1000,1076,43000,44000,86.00%,33.99%,86.00%,86.00%,86.00%,85.95%,86.00%,,,,,,,,,,,,,
13:42.6,2,1000,1076,43000,44000,93.50%,20.40%,93.50%,93.50%,93.50%,93.49%,89.75%,,,,,,,,,,,,,
22:26.4,3,1000,1076,43000,44000,92.50%,20.99%,92.50%,92.50%,92.50%,92.50%,90.67%,,,,,,,,,,,,,
31:09.2,4,1000,1076,43000,44000,92.00%,24.35%,92.00%,92.00%,92.00%,91.97%,91.00%,,,,,,,,,,,,,
39:50.8,5,1000,1076,43000,44000,92.50%,19.51%,92.50%,92.50%,92.50%,92.50%,91.30%,,,,,,,,,,,,,
48:38.0,1,1000,1073,44000,45000,85.00%,39.28%,85.00%,85.00%,85.00%,84.90%,85.00%,,,,,,,,,,,,,
57:18.7,2,1000,1073,44000,45000,83.00%,41.51%,83.00%,83.00%,83.00%,82.89%,84.00%,,,,,,,,,,,,,
05:58.7,3,1000,1073,44000,45000,86.00%,39.10%,86.00%,86.00%,86.00%,86.00%,84.67%,,,,,,,,,,,,,
14:39.5,4,1000,1073,44000,45000,84.00%,50.87%,84.00%,84.00%,84.00%,84.00%,84.50%,,,,,,,,,,,,,
23:19.9,5,1000,1073,44000,45000,86.00%,36.60%,86.00%,86.00%,86.00%,85.99%,84.80%,,,,,,,,,,,,,
32:13.3,1,1000,1091,45000,46000,86.00%,32.78%,86.00%,86.00%,86.00%,85.96%,86.00%,,,,,,,,,,,,,
41:02.3,2,1000,1091,45000,46000,84.50%,38.30%,84.50%,84.50%,84.50%,84.49%,85.25%,,,,,,,,,,,,,
49:49.0,3,1000,1091,45000,46000,83.00%,36.36%,83.00%,83.00%,83.00%,83.00%,84.50%,,,,,,,,,,,,,
58:38.2,4,1000,1091,45000,46000,79.50%,63.07%,79.50%,79.50%,79.50%,79.41%,83.25%,,,,,,,,,,,,,
07:26.8,5,1000,1091,45000,46000,81.00%,56.54%,81.00%,81.00%,81.00%,80.95%,82.80%,,,,,,,,,,,,,
16:10.3,1,1000,1071,46000,47000,84.50%,33.02%,84.50%,84.50%,84.50%,84.50%,84.50%,,,,,,,,,,,,,
24:51.5,2,1000,1071,46000,47000,83.00%,37.61%,83.00%,83.00%,83.00%,82.55%,83.75%,,,,,,,,,,,,,
33:30.2,3,1000,1071,46000,47000,85.00%,43.72%,85.00%,85.00%,85.00%,84.74%,84.17%,,,,,,,,,,,,,
42:10.6,4,1000,1071,46000,47000,86.50%,33.01%,86.50%,86.50%,86.50%,86.40%,84.75%,,,,,,,,,,,,,
50:50.7,5,1000,1071,46000,47000,84.00%,55.80%,84.00%,84.00%,84.00%,83.84%,84.60%,,,,,,,,,,,,,
59:41.8,1,1000,1081,47000,48000,88.00%,37.15%,88.00%,88.00%,88.00%,87.99%,88.00%,,,,,,,,,,,,,
08:28.1,2,1000,1081,47000,48000,86.50%,34.67%,86.50%,86.50%,86.50%,86.47%,87.25%,,,,,,,,,,,,,
17:14.8,3,1000,1081,47000,48000,87.50%,35.00%,87.50%,87.50%,87.50%,87.47%,87.33%,,,,,,,,,,,,,
26:02.3,4,1000,1081,47000,48000,81.50%,42.18%,81.50%,81.50%,81.50%,81.29%,85.88%,,,,,,,,,,,,,
34:49.9,5,1000,1081,47000,48000,86.50%,34.34%,86.50%,86.50%,86.50%,86.50%,86.00%,,,,,,,,,,,,,
43:48.8,1,1000,1100,48000,49000,91.00%,27.48%,91.00%,91.00%,91.00%,90.91%,91.00%,,,,,,,,,,,,,
52:41.5,2,1000,1100,48000,49000,87.00%,28.63%,87.00%,87.00%,87.00%,86.46%,89.00%,,,,,,,,,,,,,
01:36.5,3,1000,1100,48000,49000,83.50%,43.01%,83.50%,83.50%,83.50%,83.50%,87.17%,,,,,,,,,,,,,
10:29.2,4,1000,1100,48000,49000,82.50%,53.10%,82.50%,82.50%,82.50%,82.50%,86.00%,,,,,,,,,,,,,
19:20.5,5,1000,1100,48000,49000,89.50%,27.96%,89.50%,89.50%,89.50%,89.21%,86.70%,,,,,,,,,,,,,
28:10.2,1,1000,1083,49000,50000,89.50%,33.35%,89.50%,89.50%,89.50%,89.50%,89.50%,,,,,,,,,,,,,
36:55.5,2,1000,1083,49000,50000,83.00%,46.82%,83.00%,83.00%,83.00%,82.71%,86.25%,,,,,,,,,,,,,
45:43.6,3,1000,1083,49000,50000,83.50%,43.67%,83.50%,83.50%,83.50%,83.48%,85.33%,,,,,,,,,,,,,
54:30.8,4,1000,1083,49000,50000,87.50%,32.57%,87.50%,87.50%,87.50%,87.49%,85.87%,,,,,,,,,,,,,
03:19.0,5,1000,1083,49000,50000,74.50%,78.80%,74.50%,74.50%,74.50%,73.49%,83.60%,,,,,,,,,,,,,
49:28.0,1,2000,2163,0,2000,89.00%,38.89%,89.00%,89.00%,89.00%,89.00%,89.00%,,,,,,,,,,,,,
06:25.3,2,2000,2163,0,2000,88.00%,36.64%,88.00%,88.00%,88.00%,88.00%,88.50%,,,,,,,,,,,,,
23:22.9,3,2000,2163,0,2000,87.50%,33.95%,87.50%,87.50%,87.50%,87.45%,88.17%,,,,,,,,,,,,,
40:21.3,4,2000,2163,0,2000,86.75%,28.15%,86.75%,86.75%,86.75%,86.71%,87.81%,,,,,,,,,,,,,
57:20.8,5,2000,2163,0,2000,89.00%,31.69%,89.00%,89.00%,89.00%,88.97%,88.05%,,,,,,,,,,,,,
14:36.2,1,2000,2192,2000,4000,90.00%,27.53%,90.00%,90.00%,90.00%,89.99%,90.00%,,,,,,,,,,,,,
31:49.8,2,2000,2192,2000,4000,89.25%,27.34%,89.25%,89.25%,89.25%,89.24%,89.62%,,,,,,,,,,,,,
49:02.9,3,2000,2192,2000,4000,85.75%,34.87%,85.75%,85.75%,85.75%,85.63%,88.33%,,,,,,,,,,,,,
06:15.0,4,2000,2192,2000,4000,90.75%,27.99%,90.75%,90.75%,90.75%,90.75%,88.94%,,,,,,,,,,,,,
23:29.6,5,2000,2192,2000,4000,80.25%,65.97%,80.25%,80.25%,80.25%,79.71%,87.20%,,,,,,,,,,,,,
40:33.1,1,2000,2155,4000,6000,89.25%,29.81%,89.25%,89.25%,89.25%,89.23%,89.25%,,,,,,,,,,,,,
57:29.8,2,2000,2155,4000,6000,86.50%,46.67%,86.50%,86.50%,86.50%,86.36%,87.87%,,,,,,,,,,,,,
14:28.5,3,2000,2155,4000,6000,87.00%,38.60%,87.00%,87.00%,87.00%,86.96%,87.58%,,,,,,,,,,,,,
31:26.7,4,2000,2155,4000,6000,90.00%,27.08%,90.00%,90.00%,90.00%,89.99%,88.19%,,,,,,,,,,,,,
48:22.8,5,2000,2155,4000,6000,90.00%,29.28%,90.00%,90.00%,90.00%,90.00%,88.55%,,,,,,,,,,,,,
05:24.1,1,2000,2156,6000,8000,86.25%,41.45%,86.25%,86.25%,86.25%,86.16%,86.25%,,,,,,,,,,,,,
22:20.9,2,2000,2156,6000,8000,87.25%,31.75%,87.25%,87.25%,87.25%,87.19%,86.75%,,,,,,,,,,,,,
39:18.0,3,2000,2156,6000,8000,86.50%,37.77%,86.50%,86.50%,86.50%,86.36%,86.67%,,,,,,,,,,,,,
56:15.1,4,2000,2156,6000,8000,86.25%,33.14%,86.25%,86.25%,86.25%,86.23%,86.56%,,,,,,,,,,,,,
13:10.9,5,2000,2156,6000,8000,87.75%,30.09%,87.75%,87.75%,87.75%,87.73%,86.80%,,,,,,,,,,,,,
30:11.5,1,2000,2160,8000,10000,79.75%,51.22%,79.75%,79.75%,79.75%,79.44%,79.75%,,,,,,,,,,,,,
47:07.3,2,2000,2160,8000,10000,87.25%,35.87%,87.25%,87.25%,87.25%,87.25%,83.50%,,,,,,,,,,,,,
04:02.0,3,2000,2160,8000,10000,86.75%,35.20%,86.75%,86.75%,86.75%,86.74%,84.58%,,,,,,,,,,,,,
20:56.2,4,2000,2160,8000,10000,89.25%,29.37%,89.25%,89.25%,89.25%,89.22%,85.75%,,,,,,,,,,,,,
37:50.6,5,2000,2160,8000,10000,86.00%,44.17%,86.00%,86.00%,86.00%,85.96%,85.80%,,,,,,,,,,,,,
54:57.8,1,2000,2174,10000,12000,87.00%,29.48%,87.00%,87.00%,87.00%,86.99%,87.00%,,,,,,,,,,,,,
12:00.7,2,2000,2174,10000,12000,86.50%,36.56%,86.50%,86.50%,86.50%,86.49%,86.75%,,,,,,,,,,,,,
29:04.1,3,2000,2174,10000,12000,88.25%,33.14%,88.25%,88.25%,88.25%,88.22%,87.25%,,,,,,,,,,,,,
46:08.3,4,2000,2174,10000,12000,89.00%,29.34%,89.00%,89.00%,89.00%,88.88%,87.69%,,,,,,,,,,,,,
03:12.2,5,2000,2174,10000,12000,87.00%,33.02%,87.00%,87.00%,87.00%,86.87%,87.55%,,,,,,,,,,,,,
20:23.1,1,2000,2179,12000,14000,91.50%,23.63%,91.50%,91.50%,91.50%,91.46%,91.50%,,,,,,,,,,,,,
37:29.1,2,2000,2179,12000,14000,88.50%,26.45%,88.50%,88.50%,88.50%,88.27%,90.00%,,,,,,,,,,,,,
54:35.3,3,2000,2179,12000,14000,91.00%,24.01%,91.00%,91.00%,91.00%,90.94%,90.33%,,,,,,,,,,,,,
11:41.3,4,2000,2179,12000,14000,90.50%,37.39%,90.50%,90.50%,90.50%,90.50%,90.38%,,,,,,,,,,,,,
28:48.0,5,2000,2179,12000,14000,91.50%,27.54%,91.50%,91.50%,91.50%,91.42%,90.60%,,,,,,,,,,,,,
45:57.9,1,2000,2174,14000,16000,89.75%,39.30%,89.75%,89.75%,89.75%,89.75%,89.75%,,,,,,,,,,,,,
03:03.0,2,2000,2174,14000,16000,90.00%,34.87%,90.00%,90.00%,90.00%,90.00%,89.87%,,,,,,,,,,,,,
20:07.0,3,2000,2174,14000,16000,90.00%,29.87%,90.00%,90.00%,90.00%,89.98%,89.92%,,,,,,,,,,,,,
37:11.7,4,2000,2174,14000,16000,84.25%,52.71%,84.25%,84.25%,84.25%,84.08%,88.50%,,,,,,,,,,,,,
54:17.2,5,2000,2174,14000,16000,89.50%,27.64%,89.50%,89.50%,89.50%,89.46%,88.70%,,,,,,,,,,,,,
11:06.1,1,2000,2119,16000,18000,89.25%,30.59%,89.25%,89.25%,89.25%,89.19%,89.25%,,,,,,,,,,,,,
28:19.0,2,2000,2119,16000,18000,91.00%,27.42%,91.00%,91.00%,91.00%,90.95%,90.13%,,,,,,,,,,,,,
45:02.1,3,2000,2119,16000,18000,90.75%,27.99%,90.75%,90.75%,90.75%,90.74%,90.33%,,,,,,,,,,,,,
01:45.2,4,2000,2119,16000,18000,90.00%,24.05%,90.00%,90.00%,90.00%,90.00%,90.25%,,,,,,,,,,,,,
18:29.4,5,2000,2119,16000,18000,91.50%,20.61%,91.50%,91.50%,91.50%,91.49%,90.50%,,,,,,,,,,,,,
35:37.6,1,2000,2165,18000,20000,86.25%,38.85%,86.25%,86.25%,86.25%,86.14%,86.25%,,,,,,,,,,,,,
52:39.8,2,2000,2165,18000,20000,86.00%,35.69%,86.00%,86.00%,86.00%,85.91%,86.13%,,,,,,,,,,,,,
09:43.1,3,2000,2165,18000,20000,88.50%,35.70%,88.50%,88.50%,88.50%,88.49%,86.92%,,,,,,,,,,,,,
26:46.8,4,2000,2165,18000,20000,90.00%,33.79%,90.00%,90.00%,90.00%,90.00%,87.69%,,,,,,,,,,,,,
43:48.4,5,2000,2165,18000,20000,87.00%,39.56%,87.00%,87.00%,87.00%,86.99%,87.55%,,,,,,,,,,,,,
00:51.9,1,2000,2155,20000,22000,87.25%,34.67%,87.25%,87.25%,87.25%,87.24%,87.25%,,,,,,,,,,,,,
17:51.4,2,2000,2155,20000,22000,89.50%,29.48%,89.50%,89.50%,89.50%,89.48%,88.37%,,,,,,,,,,,,,
34:48.8,3,2000,2155,20000,22000,88.25%,28.20%,88.25%,88.25%,88.25%,88.19%,88.33%,,,,,,,,,,,,,
51:47.8,4,2000,2155,20000,22000,87.00%,33.38%,87.00%,87.00%,87.00%,87.00%,88.00%,,,,,,,,,,,,,
08:46.6,5,2000,2155,20000,22000,89.25%,26.73%,89.25%,89.25%,89.25%,89.07%,88.25%,,,,,,,,,,,,,
25:57.3,1,2000,2173,22000,24000,86.25%,31.04%,86.25%,86.25%,86.25%,86.25%,86.25%,,,,,,,,,,,,,
43:03.1,2,2000,2173,22000,24000,83.25%,58.82%,83.25%,83.25%,83.25%,83.11%,84.75%,,,,,,,,,,,,,
00:10.2,3,2000,2173,22000,24000,91.25%,28.45%,91.25%,91.25%,91.25%,91.25%,86.92%,,,,,,,,,,,,,
17:15.7,4,2000,2173,22000,24000,90.25%,34.17%,90.25%,90.25%,90.25%,90.21%,87.75%,,,,,,,,,,,,,
34:21.6,5,2000,2173,22000,24000,89.50%,36.55%,89.50%,89.50%,89.50%,89.49%,88.10%,,,,,,,,,,,,,
51:36.5,1,2000,2179,24000,26000,91.50%,27.04%,91.50%,91.50%,91.50%,91.45%,91.50%,,,,,,,,,,,,,
08:46.4,2,2000,2179,24000,26000,89.50%,30.20%,89.50%,89.50%,89.50%,89.49%,90.50%,,,,,,,,,,,,,
25:54.5,3,2000,2179,24000,26000,91.75%,19.08%,91.75%,91.75%,91.75%,91.75%,90.92%,,,,,,,,,,,,,
43:03.4,4,2000,2179,24000,26000,80.50%,63.08%,80.50%,80.50%,80.50%,80.02%,88.31%,,,,,,,,,,,,,
00:12.4,5,2000,2179,24000,26000,89.50%,27.59%,89.50%,89.50%,89.50%,89.47%,88.55%,,,,,,,,,,,,,
17:18.9,1,2000,2165,26000,28000,87.25%,33.41%,87.25%,87.25%,87.25%,87.25%,87.25%,,,,,,,,,,,,,
34:16.8,2,2000,2165,26000,28000,86.25%,34.43%,86.25%,86.25%,86.25%,86.24%,86.75%,,,,,,,,,,,,,
51:18.3,3,2000,2165,26000,28000,86.00%,44.30%,86.00%,86.00%,86.00%,85.97%,86.50%,,,,,,,,,,,,,
08:18.0,4,2000,2165,26000,28000,88.25%,38.34%,88.25%,88.25%,88.25%,88.25%,86.94%,,,,,,,,,,,,,
25:16.4,5,2000,2165,26000,28000,86.00%,33.18%,86.00%,86.00%,86.00%,85.92%,86.75%,,,,,,,,,,,,,
42:25.0,1,2000,2155,28000,30000,80.50%,52.55%,80.50%,80.50%,80.50%,79.85%,80.50%,,,,,,,,,,,,,
59:27.6,2,2000,2155,28000,30000,88.50%,34.86%,88.50%,88.50%,88.50%,88.44%,84.50%,,,,,,,,,,,,,
16:32.0,3,2000,2155,28000,30000,85.50%,39.64%,85.50%,85.50%,85.50%,85.17%,84.83%,,,,,,,,,,,,,
33:38.2,4,2000,2155,28000,30000,89.75%,32.27%,89.75%,89.75%,89.75%,89.75%,86.06%,,,,,,,,,,,,,
50:43.4,5,2000,2155,28000,30000,89.75%,33.90%,89.75%,89.75%,89.75%,89.73%,86.80%,,,,,,,,,,,,,
08:01.3,1,2000,2169,30000,32000,89.50%,30.24%,89.50%,89.50%,89.50%,89.21%,89.50%,,,,,,,,,,,,,
25:12.5,2,2000,2169,30000,32000,89.50%,30.88%,89.50%,89.50%,89.50%,89.26%,89.50%,,,,,,,,,,,,,
42:25.1,3,2000,2169,30000,32000,89.50%,26.16%,89.50%,89.50%,89.50%,89.48%,89.50%,,,,,,,,,,,,,
59:37.0,4,2000,2169,30000,32000,90.00%,29.90%,90.00%,90.00%,90.00%,89.79%,89.62%,,,,,,,,,,,,,
16:48.7,5,2000,2169,30000,32000,91.00%,29.67%,91.00%,91.00%,91.00%,90.97%,89.90%,,,,,,,,,,,,,
