date,numbers,number of full data,number of train data,start,end,acc,loss,recall,precision,F1_micro,F1_macro,average_acc,,,,,,,,,,,,,
54:49.9,1,500,400,0,500,82.00%,43.51%,82.00%,82.00%,82.00%,81.93%,82.00%,,,,,,,,,,,,,
59:19.3,2,500,400,0,500,88.00%,38.69%,88.00%,88.00%,88.00%,87.50%,85.00%,,,,,,,,,,,,,
03:47.5,3,500,400,0,500,86.00%,40.40%,86.00%,86.00%,86.00%,85.99%,85.33%,,,,,,,,,,,,,
08:17.9,4,500,400,0,500,76.00%,62.56%,76.00%,76.00%,76.00%,73.26%,83.00%,,,,,,,,,,,,,
12:53.8,5,500,400,0,500,90.00%,36.93%,90.00%,90.00%,90.00%,90.00%,84.40%,,,,,,,,,,,,,
17:32.0,1,500,400,500,1000,80.00%,38.30%,80.00%,80.00%,80.00%,79.97%,80.00%,,,,,,,,,,,,,
22:05.8,2,500,400,500,1000,78.00%,34.69%,78.00%,78.00%,78.00%,77.92%,79.00%,,,,,,,,,,,,,
26:38.8,3,500,400,500,1000,88.00%,32.51%,88.00%,88.00%,88.00%,87.82%,82.00%,,,,,,,,,,,,,
31:07.9,4,500,400,500,1000,86.00%,46.73%,86.00%,86.00%,86.00%,85.29%,83.00%,,,,,,,,,,,,,
35:42.1,5,500,400,500,1000,78.00%,45.04%,78.00%,78.00%,78.00%,77.92%,82.00%,,,,,,,,,,,,,
40:22.0,1,500,400,1000,1500,94.00%,19.89%,94.00%,94.00%,94.00%,93.88%,94.00%,,,,,,,,,,,,,
44:54.7,2,500,400,1000,1500,82.00%,42.58%,82.00%,82.00%,82.00%,81.08%,88.00%,,,,,,,,,,,,,
49:27.2,3,500,400,1000,1500,94.00%,18.88%,94.00%,94.00%,94.00%,93.98%,90.00%,,,,,,,,,,,,,
53:59.5,4,500,400,1000,1500,94.00%,22.80%,94.00%,94.00%,94.00%,93.94%,91.00%,,,,,,,,,,,,,
58:34.0,5,500,400,1000,1500,92.00%,28.72%,92.00%,92.00%,92.00%,92.00%,91.20%,,,,,,,,,,,,,
03:11.2,1,500,400,1500,2000,76.00%,44.64%,76.00%,76.00%,76.00%,75.65%,76.00%,,,,,,,,,,,,,
07:46.7,2,500,400,1500,2000,88.00%,24.53%,88.00%,88.00%,88.00%,87.98%,82.00%,,,,,,,,,,,,,
12:18.8,3,500,400,1500,2000,86.00%,44.73%,86.00%,86.00%,86.00%,85.72%,83.33%,,,,,,,,,,,,,
16:52.2,4,500,400,1500,2000,86.00%,30.47%,86.00%,86.00%,86.00%,85.99%,84.00%,,,,,,,,,,,,,
21:22.2,5,500,400,1500,2000,86.00%,32.96%,86.00%,86.00%,86.00%,85.99%,84.40%,,,,,,,,,,,,,
25:58.0,1,500,400,2000,2500,84.00%,35.26%,84.00%,84.00%,84.00%,82.17%,84.00%,,,,,,,,,,,,,
30:30.1,2,500,400,2000,2500,76.00%,53.88%,76.00%,76.00%,76.00%,68.81%,80.00%,,,,,,,,,,,,,
35:31.6,3,500,400,2000,2500,82.00%,48.01%,82.00%,82.00%,82.00%,80.69%,80.67%,,,,,,,,,,,,,
40:32.4,4,500,400,2000,2500,88.00%,42.06%,88.00%,88.00%,88.00%,86.21%,82.50%,,,,,,,,,,,,,
45:24.0,5,500,400,2000,2500,86.00%,35.48%,86.00%,86.00%,86.00%,85.53%,83.20%,,,,,,,,,,,,,
49:59.0,1,500,400,2500,3000,76.00%,45.41%,76.00%,76.00%,76.00%,75.96%,76.00%,,,,,,,,,,,,,
54:30.7,2,500,400,2500,3000,74.00%,59.25%,74.00%,74.00%,74.00%,73.13%,75.00%,,,,,,,,,,,,,
59:02.5,3,500,400,2500,3000,74.00%,61.28%,74.00%,74.00%,74.00%,73.74%,74.67%,,,,,,,,,,,,,
03:34.2,4,500,400,2500,3000,70.00%,49.11%,70.00%,70.00%,70.00%,69.70%,73.50%,,,,,,,,,,,,,
08:06.2,5,500,400,2500,3000,70.00%,56.95%,70.00%,70.00%,70.00%,69.00%,72.80%,,,,,,,,,,,,,
12:42.9,1,500,400,3000,3500,82.00%,53.75%,82.00%,82.00%,82.00%,81.40%,82.00%,,,,,,,,,,,,,
17:14.6,2,500,400,3000,3500,82.00%,60.36%,82.00%,82.00%,82.00%,81.08%,82.00%,,,,,,,,,,,,,
21:50.5,3,500,400,3000,3500,78.00%,53.93%,78.00%,78.00%,78.00%,77.78%,80.67%,,,,,,,,,,,,,
26:25.3,4,500,400,3000,3500,76.00%,56.64%,76.00%,76.00%,76.00%,75.00%,79.50%,,,,,,,,,,,,,
30:57.0,5,500,400,3000,3500,76.00%,57.57%,76.00%,76.00%,76.00%,75.85%,78.80%,,,,,,,,,,,,,
35:30.7,1,500,400,3500,4000,94.00%,25.38%,94.00%,94.00%,94.00%,93.56%,94.00%,,,,,,,,,,,,,
40:02.5,2,500,400,3500,4000,78.00%,40.20%,78.00%,78.00%,78.00%,77.92%,86.00%,,,,,,,,,,,,,
44:33.9,3,500,400,3500,4000,80.00%,51.20%,80.00%,80.00%,80.00%,78.78%,84.00%,,,,,,,,,,,,,
49:05.4,4,500,400,3500,4000,84.00%,39.40%,84.00%,84.00%,84.00%,81.62%,84.00%,,,,,,,,,,,,,
53:36.4,5,500,400,3500,4000,92.00%,28.32%,92.00%,92.00%,92.00%,91.51%,85.60%,,,,,,,,,,,,,
58:09.9,1,500,400,4000,4500,86.00%,39.15%,86.00%,86.00%,86.00%,85.95%,86.00%,,,,,,,,,,,,,
02:42.3,2,500,400,4000,4500,82.00%,40.99%,82.00%,82.00%,82.00%,81.82%,84.00%,,,,,,,,,,,,,
07:15.2,3,500,400,4000,4500,74.00%,58.56%,74.00%,74.00%,74.00%,72.11%,80.67%,,,,,,,,,,,,,
11:47.8,4,500,400,4000,4500,84.00%,38.65%,84.00%,84.00%,84.00%,83.90%,81.50%,,,,,,,,,,,,,
16:22.8,5,500,400,4000,4500,76.00%,50.76%,76.00%,76.00%,76.00%,75.37%,80.40%,,,,,,,,,,,,,
20:58.2,1,500,400,4500,5000,86.00%,33.47%,86.00%,86.00%,86.00%,85.95%,86.00%,,,,,,,,,,,,,
26:00.7,2,500,400,4500,5000,82.00%,57.96%,82.00%,82.00%,82.00%,80.69%,84.00%,,,,,,,,,,,,,
31:06.2,3,500,400,4500,5000,78.00%,48.19%,78.00%,78.00%,78.00%,75.82%,82.00%,,,,,,,,,,,,,
36:09.8,4,500,400,4500,5000,82.00%,37.22%,82.00%,82.00%,82.00%,81.08%,82.00%,,,,,,,,,,,,,
40:48.5,5,500,400,4500,5000,78.00%,41.02%,78.00%,78.00%,78.00%,77.92%,81.20%,,,,,,,,,,,,,
45:26.7,1,500,400,5000,5500,76.00%,51.18%,76.00%,76.00%,76.00%,76.00%,76.00%,,,,,,,,,,,,,
49:55.8,2,500,400,5000,5500,74.00%,53.54%,74.00%,74.00%,74.00%,72.68%,75.00%,,,,,,,,,,,,,
54:26.1,3,500,400,5000,5500,78.00%,45.09%,78.00%,78.00%,78.00%,77.92%,76.00%,,,,,,,,,,,,,
58:58.5,4,500,400,5000,5500,78.00%,51.69%,78.00%,78.00%,78.00%,77.92%,76.50%,,,,,,,,,,,,,
03:28.6,5,500,400,5000,5500,80.00%,45.19%,80.00%,80.00%,80.00%,79.71%,77.20%,,,,,,,,,,,,,
08:02.2,1,500,400,5500,6000,78.00%,43.51%,78.00%,78.00%,78.00%,77.78%,78.00%,,,,,,,,,,,,,
12:36.0,2,500,400,5500,6000,76.00%,51.86%,76.00%,76.00%,76.00%,75.85%,77.00%,,,,,,,,,,,,,
17:07.6,3,500,400,5500,6000,64.00%,65.15%,64.00%,64.00%,64.00%,61.80%,72.67%,,,,,,,,,,,,,
21:38.9,4,500,400,5500,6000,66.00%,60.63%,66.00%,66.00%,66.00%,56.87%,71.00%,,,,,,,,,,,,,
26:11.1,5,500,400,5500,6000,72.00%,54.49%,72.00%,72.00%,72.00%,71.59%,71.20%,,,,,,,,,,,,,
30:45.6,1,500,400,6000,6500,86.00%,47.07%,86.00%,86.00%,86.00%,85.53%,86.00%,,,,,,,,,,,,,
35:15.3,2,500,400,6000,6500,74.00%,46.96%,74.00%,74.00%,74.00%,73.91%,80.00%,,,,,,,,,,,,,
39:44.6,3,500,400,6000,6500,50.00%,119.92%,50.00%,50.00%,50.00%,43.46%,70.00%,,,,,,,,,,,,,
44:14.6,4,500,400,6000,6500,82.00%,47.53%,82.00%,82.00%,82.00%,80.69%,73.00%,,,,,,,,,,,,,
48:48.4,5,500,400,6000,6500,74.00%,70.34%,74.00%,74.00%,74.00%,73.99%,73.20%,,,,,,,,,,,,,
53:24.2,1,500,400,6500,7000,90.00%,30.54%,90.00%,90.00%,90.00%,90.00%,90.00%,,,,,,,,,,,,,
57:54.0,2,500,400,6500,7000,80.00%,65.47%,80.00%,80.00%,80.00%,79.17%,85.00%,,,,,,,,,,,,,
02:22.5,3,500,400,6500,7000,82.00%,43.79%,82.00%,82.00%,82.00%,81.40%,84.00%,,,,,,,,,,,,,
06:52.3,4,500,400,6500,7000,50.00%,76.61%,50.00%,50.00%,50.00%,33.33%,75.50%,,,,,,,,,,,,,
11:23.7,5,500,400,6500,7000,82.00%,43.29%,82.00%,82.00%,82.00%,81.64%,76.80%,,,,,,,,,,,,,
15:58.7,1,500,400,7000,7500,86.00%,40.74%,86.00%,86.00%,86.00%,85.53%,86.00%,,,,,,,,,,,,,
20:26.9,2,500,400,7000,7500,76.00%,51.60%,76.00%,76.00%,76.00%,75.65%,81.00%,,,,,,,,,,,,,
24:59.6,3,500,400,7000,7500,76.00%,49.10%,76.00%,76.00%,76.00%,74.53%,79.33%,,,,,,,,,,,,,
29:31.1,4,500,400,7000,7500,82.00%,39.69%,82.00%,82.00%,82.00%,81.93%,80.00%,,,,,,,,,,,,,
34:01.3,5,500,400,7000,7500,88.00%,41.30%,88.00%,88.00%,88.00%,87.68%,81.60%,,,,,,,,,,,,,
38:40.0,1,500,400,7500,8000,86.00%,39.10%,86.00%,86.00%,86.00%,85.95%,86.00%,,,,,,,,,,,,,
43:11.9,2,500,400,7500,8000,88.00%,39.37%,88.00%,88.00%,88.00%,87.98%,87.00%,,,,,,,,,,,,,
47:48.8,3,500,400,7500,8000,88.00%,36.14%,88.00%,88.00%,88.00%,87.98%,87.33%,,,,,,,,,,,,,
52:21.3,4,500,400,7500,8000,86.00%,44.47%,86.00%,86.00%,86.00%,85.86%,87.00%,,,,,,,,,,,,,
56:54.5,5,500,400,7500,8000,88.00%,32.89%,88.00%,88.00%,88.00%,88.00%,87.20%,,,,,,,,,,,,,
01:28.8,1,500,400,8000,8500,82.00%,43.01%,82.00%,82.00%,82.00%,81.82%,82.00%,,,,,,,,,,,,,
06:00.3,2,500,400,8000,8500,90.00%,33.52%,90.00%,90.00%,90.00%,89.27%,86.00%,,,,,,,,,,,,,
10:29.8,3,500,400,8000,8500,86.00%,29.98%,86.00%,86.00%,86.00%,85.72%,86.00%,,,,,,,,,,,,,
14:58.3,4,500,400,8000,8500,86.00%,28.92%,86.00%,86.00%,86.00%,85.53%,86.00%,,,,,,,,,,,,,
19:29.6,5,500,400,8000,8500,90.00%,26.91%,90.00%,90.00%,90.00%,89.27%,86.80%,,,,,,,,,,,,,
24:32.8,1,500,400,8500,9000,74.00%,56.06%,74.00%,74.00%,74.00%,73.48%,74.00%,,,,,,,,,,,,,
29:33.5,2,500,400,8500,9000,90.00%,31.84%,90.00%,90.00%,90.00%,89.90%,82.00%,,,,,,,,,,,,,
34:38.2,3,500,400,8500,9000,90.00%,30.40%,90.00%,90.00%,90.00%,89.90%,84.67%,,,,,,,,,,,,,
39:40.3,4,500,400,8500,9000,84.00%,32.68%,84.00%,84.00%,84.00%,83.33%,84.50%,,,,,,,,,,,,,
44:36.0,5,500,400,8500,9000,84.00%,33.60%,84.00%,84.00%,84.00%,83.90%,84.40%,,,,,,,,,,,,,
49:28.6,1,500,400,9000,9500,94.00%,25.19%,94.00%,94.00%,94.00%,93.88%,94.00%,,,,,,,,,,,,,
54:19.3,2,500,400,9000,9500,92.00%,21.64%,92.00%,92.00%,92.00%,91.88%,93.00%,,,,,,,,,,,,,
59:05.4,3,500,400,9000,9500,92.00%,58.12%,92.00%,92.00%,92.00%,91.95%,92.67%,,,,,,,,,,,,,
03:52.9,4,500,400,9000,9500,90.00%,33.84%,90.00%,90.00%,90.00%,89.67%,92.00%,,,,,,,,,,,,,
08:32.3,5,500,400,9000,9500,90.00%,17.99%,90.00%,90.00%,90.00%,89.96%,91.60%,,,,,,,,,,,,,
13:09.9,1,500,400,9500,10000,86.00%,29.75%,86.00%,86.00%,86.00%,85.72%,86.00%,,,,,,,,,,,,,
17:39.4,2,500,400,9500,10000,74.00%,50.63%,74.00%,74.00%,74.00%,73.74%,80.00%,,,,,,,,,,,,,
22:10.3,3,500,400,9500,10000,84.00%,37.54%,84.00%,84.00%,84.00%,83.90%,81.33%,,,,,,,,,,,,,
26:42.0,4,500,400,9500,10000,80.00%,46.51%,80.00%,80.00%,80.00%,79.97%,81.00%,,,,,,,,,,,,,
31:11.9,5,500,400,9500,10000,92.00%,24.56%,92.00%,92.00%,92.00%,91.51%,83.20%,,,,,,,,,,,,,
35:47.4,1,500,400,10000,10500,76.00%,52.21%,76.00%,76.00%,76.00%,74.53%,76.00%,,,,,,,,,,,,,
40:20.9,2,500,400,10000,10500,82.00%,41.75%,82.00%,82.00%,82.00%,81.40%,79.00%,,,,,,,,,,,,,
45:02.0,3,500,400,10000,10500,56.00%,70.10%,56.00%,56.00%,56.00%,47.62%,71.33%,,,,,,,,,,,,,
49:32.8,4,500,400,10000,10500,76.00%,61.31%,76.00%,76.00%,76.00%,74.53%,72.50%,,,,,,,,,,,,,
54:03.5,5,500,400,10000,10500,84.00%,42.68%,84.00%,84.00%,84.00%,83.33%,74.80%,,,,,,,,,,,,,
58:38.4,1,500,400,10500,11000,40.00%,69.81%,40.00%,40.00%,40.00%,28.57%,40.00%,,,,,,,,,,,,,
03:08.9,2,500,400,10500,11000,92.00%,24.26%,92.00%,92.00%,92.00%,91.51%,66.00%,,,,,,,,,,,,,
07:39.7,3,500,400,10500,11000,90.00%,20.29%,90.00%,90.00%,90.00%,89.49%,74.00%,,,,,,,,,,,,,
12:08.4,4,500,400,10500,11000,90.00%,27.07%,90.00%,90.00%,90.00%,89.27%,78.00%,,,,,,,,,,,,,
16:39.7,5,500,400,10500,11000,92.00%,20.29%,92.00%,92.00%,92.00%,91.51%,80.80%,,,,,,,,,,,,,
21:13.5,1,500,400,11000,11500,80.00%,43.16%,80.00%,80.00%,80.00%,78.78%,80.00%,,,,,,,,,,,,,
25:45.5,2,500,400,11000,11500,84.00%,30.71%,84.00%,84.00%,84.00%,83.90%,82.00%,,,,,,,,,,,,,
30:15.3,3,500,400,11000,11500,84.00%,30.90%,84.00%,84.00%,84.00%,84.00%,82.67%,,,,,,,,,,,,,
34:46.8,4,500,400,11000,11500,88.00%,31.74%,88.00%,88.00%,88.00%,88.00%,84.00%,,,,,,,,,,,,,
39:18.7,5,500,400,11000,11500,80.00%,55.09%,80.00%,80.00%,80.00%,79.71%,83.20%,,,,,,,,,,,,,
44:09.8,1,500,400,11500,12000,88.00%,32.21%,88.00%,88.00%,88.00%,87.98%,88.00%,,,,,,,,,,,,,
48:40.9,2,500,400,11500,12000,60.00%,63.21%,60.00%,60.00%,60.00%,48.02%,74.00%,,,,,,,,,,,,,
53:10.0,3,500,400,11500,12000,78.00%,39.06%,78.00%,78.00%,78.00%,76.40%,75.33%,,,,,,,,,,,,,
57:40.2,4,500,400,11500,12000,92.00%,29.10%,92.00%,92.00%,92.00%,91.99%,79.50%,,,,,,,,,,,,,
02:11.7,5,500,400,11500,12000,76.00%,50.86%,76.00%,76.00%,76.00%,75.37%,78.80%,,,,,,,,,,,,,
06:46.5,1,500,400,12000,12500,78.00%,70.45%,78.00%,78.00%,78.00%,77.92%,78.00%,,,,,,,,,,,,,
11:16.9,2,500,400,12000,12500,80.00%,50.13%,80.00%,80.00%,80.00%,79.87%,79.00%,,,,,,,,,,,,,
15:46.0,3,500,400,12000,12500,84.00%,49.68%,84.00%,84.00%,84.00%,83.90%,80.67%,,,,,,,,,,,,,
20:18.4,4,500,400,12000,12500,78.00%,50.96%,78.00%,78.00%,78.00%,75.82%,80.00%,,,,,,,,,,,,,
24:53.0,5,500,400,12000,12500,86.00%,42.41%,86.00%,86.00%,86.00%,85.86%,81.20%,,,,,,,,,,,,,
29:26.2,1,500,400,12500,13000,76.00%,46.65%,76.00%,76.00%,76.00%,72.43%,76.00%,,,,,,,,,,,,,
33:55.6,2,500,400,12500,13000,76.00%,51.16%,76.00%,76.00%,76.00%,72.43%,76.00%,,,,,,,,,,,,,
38:36.5,3,500,400,12500,13000,86.00%,35.22%,86.00%,86.00%,86.00%,85.53%,79.33%,,,,,,,,,,,,,
43:11.9,4,500,400,12500,13000,76.00%,49.61%,76.00%,76.00%,76.00%,71.43%,78.50%,,,,,,,,,,,,,
47:40.4,5,500,400,12500,13000,78.00%,40.11%,78.00%,78.00%,78.00%,77.92%,78.40%,,,,,,,,,,,,,
52:14.9,1,500,400,13000,13500,46.00%,115.85%,46.00%,46.00%,46.00%,40.66%,46.00%,,,,,,,,,,,,,
56:45.6,2,500,400,13000,13500,86.00%,32.10%,86.00%,86.00%,86.00%,85.29%,66.00%,,,,,,,,,,,,,
01:15.8,3,500,400,13000,13500,88.00%,34.90%,88.00%,88.00%,88.00%,86.21%,73.33%,,,,,,,,,,,,,
05:45.4,4,500,400,13000,13500,80.00%,36.39%,80.00%,80.00%,80.00%,79.17%,75.00%,,,,,,,,,,,,,
10:14.0,5,500,400,13000,13500,78.00%,51.15%,78.00%,78.00%,78.00%,77.92%,75.60%,,,,,,,,,,,,,
14:48.6,1,500,400,13500,14000,84.00%,35.43%,84.00%,84.00%,84.00%,82.64%,84.00%,,,,,,,,,,,,,
19:19.4,2,500,400,13500,14000,80.00%,45.65%,80.00%,80.00%,80.00%,72.59%,82.00%,,,,,,,,,,,,,
23:52.6,3,500,400,13500,14000,86.00%,33.55%,86.00%,86.00%,86.00%,84.17%,83.33%,,,,,,,,,,,,,
28:26.0,4,500,400,13500,14000,68.00%,64.00%,68.00%,68.00%,68.00%,40.48%,79.50%,,,,,,,,,,,,,
32:57.0,5,500,400,13500,14000,84.00%,38.55%,84.00%,84.00%,84.00%,80.95%,80.40%,,,,,,,,,,,,,
37:30.5,1,500,400,14000,14500,84.00%,33.66%,84.00%,84.00%,84.00%,83.58%,84.00%,,,,,,,,,,,,,
42:25.3,2,500,400,14000,14500,90.00%,27.79%,90.00%,90.00%,90.00%,89.90%,87.00%,,,,,,,,,,,,,
47:08.3,3,500,400,14000,14500,88.00%,26.57%,88.00%,88.00%,88.00%,87.98%,87.33%,,,,,,,,,,,,,
51:37.5,4,500,400,14000,14500,74.00%,52.60%,74.00%,74.00%,74.00%,71.43%,84.00%,,,,,,,,,,,,,
56:06.3,5,500,400,14000,14500,82.00%,39.81%,82.00%,82.00%,82.00%,81.99%,83.60%,,,,,,,,,,,,,
00:40.7,1,500,400,14500,15000,88.00%,41.45%,88.00%,88.00%,88.00%,86.63%,88.00%,,,,,,,,,,,,,
05:42.0,2,500,400,14500,15000,78.00%,43.51%,78.00%,78.00%,78.00%,77.99%,83.00%,,,,,,,,,,,,,
10:42.3,3,500,400,14500,15000,74.00%,43.50%,74.00%,74.00%,74.00%,73.99%,80.00%,,,,,,,,,,,,,
15:45.5,4,500,400,14500,15000,74.00%,50.61%,74.00%,74.00%,74.00%,73.91%,78.50%,,,,,,,,,,,,,
20:54.8,5,500,400,14500,15000,90.00%,26.70%,90.00%,90.00%,90.00%,89.27%,80.80%,,,,,,,,,,,,,
25:50.8,1,500,400,15000,15500,88.00%,30.58%,88.00%,88.00%,88.00%,87.68%,88.00%,,,,,,,,,,,,,
30:18.9,2,500,400,15000,15500,86.00%,29.94%,86.00%,86.00%,86.00%,85.29%,87.00%,,,,,,,,,,,,,
34:46.1,3,500,400,15000,15500,92.00%,25.55%,92.00%,92.00%,92.00%,91.79%,88.67%,,,,,,,,,,,,,
39:14.7,4,500,400,15000,15500,86.00%,38.38%,86.00%,86.00%,86.00%,85.86%,88.00%,,,,,,,,,,,,,
43:59.3,5,500,400,15000,15500,84.00%,39.41%,84.00%,84.00%,84.00%,83.58%,87.20%,,,,,,,,,,,,,
48:31.0,1,500,400,15500,16000,78.00%,40.75%,78.00%,78.00%,78.00%,76.40%,78.00%,,,,,,,,,,,,,
53:01.3,2,500,400,15500,16000,86.00%,37.75%,86.00%,86.00%,86.00%,85.29%,82.00%,,,,,,,,,,,,,
57:33.5,3,500,400,15500,16000,82.00%,41.05%,82.00%,82.00%,82.00%,81.82%,82.00%,,,,,,,,,,,,,
02:19.8,4,500,400,15500,16000,78.00%,56.74%,78.00%,78.00%,78.00%,77.99%,81.00%,,,,,,,,,,,,,
06:52.7,5,500,400,15500,16000,84.00%,39.14%,84.00%,84.00%,84.00%,83.77%,81.60%,,,,,,,,,,,,,
11:28.7,1,500,400,16000,16500,88.00%,31.55%,88.00%,88.00%,88.00%,88.00%,88.00%,,,,,,,,,,,,,
16:16.6,2,500,400,16000,16500,86.00%,37.06%,86.00%,86.00%,86.00%,85.95%,87.00%,,,,,,,,,,,,,
20:49.0,3,500,400,16000,16500,90.00%,31.14%,90.00%,90.00%,90.00%,90.00%,88.00%,,,,,,,,,,,,,
25:20.0,4,500,400,16000,16500,70.00%,67.31%,70.00%,70.00%,70.00%,67.82%,83.50%,,,,,,,,,,,,,
29:51.0,5,500,400,16000,16500,88.00%,29.84%,88.00%,88.00%,88.00%,87.92%,84.40%,,,,,,,,,,,,,
34:22.7,1,500,400,16500,17000,82.00%,35.90%,82.00%,82.00%,82.00%,79.65%,82.00%,,,,,,,,,,,,,
38:53.2,2,500,400,16500,17000,88.00%,37.70%,88.00%,88.00%,88.00%,86.98%,85.00%,,,,,,,,,,,,,
43:25.0,3,500,400,16500,17000,76.00%,50.33%,76.00%,76.00%,76.00%,75.00%,82.00%,,,,,,,,,,,,,
47:56.5,4,500,400,16500,17000,84.00%,40.67%,84.00%,84.00%,84.00%,83.77%,82.50%,,,,,,,,,,,,,
52:29.9,5,500,400,16500,17000,90.00%,33.77%,90.00%,90.00%,90.00%,89.49%,84.00%,,,,,,,,,,,,,
57:03.1,1,500,400,17000,17500,82.00%,36.15%,82.00%,82.00%,82.00%,80.69%,82.00%,,,,,,,,,,,,,
01:34.3,2,500,400,17000,17500,54.00%,72.56%,54.00%,54.00%,54.00%,35.06%,68.00%,,,,,,,,,,,,,
06:08.6,3,500,400,17000,17500,88.00%,29.51%,88.00%,88.00%,88.00%,87.82%,74.67%,,,,,,,,,,,,,
10:39.7,4,500,400,17000,17500,88.00%,32.72%,88.00%,88.00%,88.00%,87.92%,78.00%,,,,,,,,,,,,,
15:18.2,5,500,400,17000,17500,84.00%,49.05%,84.00%,84.00%,84.00%,83.58%,79.20%,,,,,,,,,,,,,
20:08.1,1,500,400,17500,18000,86.00%,29.20%,86.00%,86.00%,86.00%,85.72%,86.00%,,,,,,,,,,,,,
24:39.5,2,500,400,17500,18000,84.00%,37.03%,84.00%,84.00%,84.00%,83.77%,85.00%,,,,,,,,,,,,,
29:11.4,3,500,400,17500,18000,80.00%,47.45%,80.00%,80.00%,80.00%,79.71%,83.33%,,,,,,,,,,,,,
33:43.2,4,500,400,17500,18000,82.00%,40.26%,82.00%,82.00%,82.00%,81.93%,83.00%,,,,,,,,,,,,,
38:13.5,5,500,400,17500,18000,66.00%,64.24%,66.00%,66.00%,66.00%,65.99%,79.60%,,,,,,,,,,,,,
42:50.9,1,500,400,18000,18500,80.00%,57.12%,80.00%,80.00%,80.00%,78.30%,80.00%,,,,,,,,,,,,,
47:20.5,2,500,400,18000,18500,84.00%,36.92%,84.00%,84.00%,84.00%,81.62%,82.00%,,,,,,,,,,,,,
51:54.1,3,500,400,18000,18500,88.00%,34.40%,88.00%,88.00%,88.00%,85.71%,84.00%,,,,,,,,,,,,,
56:25.9,4,500,400,18000,18500,86.00%,36.98%,86.00%,86.00%,86.00%,84.98%,84.50%,,,,,,,,,,,,,
00:59.3,5,500,400,18000,18500,90.00%,35.73%,90.00%,90.00%,90.00%,88.69%,85.60%,,,,,,,,,,,,,
05:36.2,1,500,400,18500,19000,58.00%,59.22%,58.00%,58.00%,58.00%,36.71%,58.00%,,,,,,,,,,,,,
10:08.9,2,500,400,18500,19000,86.00%,44.75%,86.00%,86.00%,86.00%,84.62%,72.00%,,,,,,,,,,,,,
14:39.6,3,500,400,18500,19000,82.00%,40.75%,82.00%,82.00%,82.00%,80.69%,75.33%,,,,,,,,,,,,,
19:10.9,4,500,400,18500,19000,78.00%,48.25%,78.00%,78.00%,78.00%,76.88%,76.00%,,,,,,,,,,,,,
23:43.8,5,500,400,18500,19000,78.00%,41.71%,78.00%,78.00%,78.00%,77.78%,76.40%,,,,,,,,,,,,,
28:17.7,1,500,400,19000,19500,84.00%,42.43%,84.00%,84.00%,84.00%,83.90%,84.00%,,,,,,,,,,,,,
32:51.4,2,500,400,19000,19500,88.00%,39.41%,88.00%,88.00%,88.00%,87.68%,86.00%,,,,,,,,,,,,,
37:25.3,3,500,400,19000,19500,86.00%,34.29%,86.00%,86.00%,86.00%,85.86%,86.00%,,,,,,,,,,,,,
41:54.6,4,500,400,19000,19500,60.00%,68.81%,60.00%,60.00%,60.00%,41.72%,79.50%,,,,,,,,,,,,,
46:23.1,5,500,400,19000,19500,86.00%,33.01%,86.00%,86.00%,86.00%,85.72%,80.80%,,,,,,,,,,,,,
50:59.1,1,500,400,19500,20000,90.00%,31.02%,90.00%,90.00%,90.00%,89.67%,90.00%,,,,,,,,,,,,,
55:28.5,2,500,400,19500,20000,76.00%,40.58%,76.00%,76.00%,76.00%,76.00%,83.00%,,,,,,,,,,,,,
00:00.6,3,500,400,19500,20000,80.00%,49.24%,80.00%,80.00%,80.00%,78.78%,82.00%,,,,,,,,,,,,,
04:30.7,4,500,400,19500,20000,72.00%,57.35%,72.00%,72.00%,72.00%,67.83%,79.50%,,,,,,,,,,,,,
09:01.9,5,500,400,19500,20000,88.00%,31.30%,88.00%,88.00%,88.00%,87.68%,81.20%,,,,,,,,,,,,,
13:34.3,1,500,400,20000,20500,86.00%,31.68%,86.00%,86.00%,86.00%,85.53%,86.00%,,,,,,,,,,,,,
18:05.1,2,500,400,20000,20500,86.00%,32.00%,86.00%,86.00%,86.00%,85.72%,86.00%,,,,,,,,,,,,,
22:35.9,3,500,400,20000,20500,88.00%,34.30%,88.00%,88.00%,88.00%,87.68%,86.67%,,,,,,,,,,,,,
27:07.5,4,500,400,20000,20500,66.00%,60.76%,66.00%,66.00%,66.00%,58.72%,81.50%,,,,,,,,,,,,,
31:38.7,5,500,400,20000,20500,86.00%,61.06%,86.00%,86.00%,86.00%,85.53%,82.40%,,,,,,,,,,,,,
36:14.2,1,500,400,20500,21000,80.00%,36.51%,80.00%,80.00%,80.00%,79.71%,80.00%,,,,,,,,,,,,,
40:45.4,2,500,400,20500,21000,52.00%,68.69%,52.00%,52.00%,52.00%,37.63%,66.00%,,,,,,,,,,,,,
45:16.9,3,500,400,20500,21000,74.00%,56.43%,74.00%,74.00%,74.00%,73.99%,68.67%,,,,,,,,,,,,,
49:48.7,4,500,400,20500,21000,78.00%,52.21%,78.00%,78.00%,78.00%,77.92%,71.00%,,,,,,,,,,,,,
54:20.9,5,500,400,20500,21000,82.00%,40.78%,82.00%,82.00%,82.00%,81.93%,73.20%,,,,,,,,,,,,,
58:53.0,1,500,400,21000,21500,50.00%,72.33%,50.00%,50.00%,50.00%,33.33%,50.00%,,,,,,,,,,,,,
